Country Name,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Arab World,Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.84974969,41.2732918,40.43448071,37.77286146,37.44804845,35.09636632,34.29271131,34.39691102,34.93748331,40.975811,36.61308176,,
Arab World,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,4.230592793,4.417035631,3.277390157,5.25341486,4.972398536,6.164719234,4.548574732,3.980101549,4.801751377,4.627977695,4.378499555,4.423670521,4.292047109,3.589175915,3.431725907,2.633695291,1.619442898,1.216129562,1.527978705,2.030943044,2.023048821,1.541215967,1.577369802,1.6556584,2.25898827,2.382362058,1.87622509,2.263611476,1.857510874,2.609404533,2.629172871,2.489359609,2.72935916,2.666335999,3.016399385,2.803190517,2.660803579,2.599578967,2.051381373,1.98941418,3.166930145,3.275306176,3.654578147,3.391074197,3.824813023,2.615071819,2.756487268,3.578053876,4.282713744,4.769939657,4.268826375,2.478955017,2.324170463,2.170038103,1.935747309,1.536470658,1.445088934,1.774084121,1.919330558,1.878514728,1.976796078,,,
Arab World,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,2.770273714,3.302234872,4.325853291,3.556502959,3.08268034,3.729784106,3.388850753,3.264677258,3.220685636,3.550911889,3.949798084,3.559590158,2.840078775,1.996724537,2.328699636,1.93670276,2.470433175,2.224389821,2.018458567,1.840287735,1.64877445,1.378727445,1.310280658,1.469622751,1.543231656,1.682897804,1.710833681,1.781479782,1.773826233,1.866493919,1.835147347,1.990301969,2.180793025,2.583894297,2.624785872,2.738276229,3.047571449,3.045364745,3.130650778,3.629797527,3.3493369,3.421305764,3.791996487,4.380491082,4.74292878,5.030188786,4.772142371,4.80903671,5.132098428,5.334270544,5.804546225,6.617876689,6.050523606,4.889464758,4.434957448,4.623438325,4.908687757,5.473909935,6.036545802,6.938087568,7.00920604,,,
Arab World,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1.21820684,1.283470377,2.044125966,1.747398536,2.01790477,2.56390415,3.374399364,3.146486966,3.218493308,2.863384857,2.662754659,3.125969022,2.846419205,2.717800894,2.804161436,1.997340701,1.750281611,2.046677993,1.994291657,1.962041169,1.912491619,1.727086845,1.606455403,1.724144893,1.761171999,2.012308053,2.345653376,2.96304426,3.441264855,3.89435083,4.108908123,4.884595691,5.311019227,5.647333317,5.991327464,6.611086586,6.612573297,6.761654997,7.042054686,7.102545004,8.0355389,7.920067945,8.633226929,9.092452724,9.19924307,10.33771799,10.52595753,11.1782682,12.42009315,12.1365028,12.17283248,12.54683586,15.10957152,12.38555194,13.84973128,14.94526738,14.54608551,19.36552063,18.24048461,20.07024686,20.52864382,,,
Arab World,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,6.029869005,5.940333122,5.016028663,7.483241242,7.813178407,10.00025794,7.442465407,7.065558122,7.846170365,7.47036416,7.20990395,7.670207192,7.648668786,8.095130658,10.60432179,8.386692917,10.67992212,8.371651751,4.293328739,8.031141625,8.964971635,9.610879615,7.338781797,6.351887693,7.554178512,8.475224875,7.499819091,8.695040864,8.28414609,9.495917225,9.854038653,8.963324269,8.777513578,9.557507046,9.911743867,9.752652118,9.925848053,10.48928508,9.172233488,9.534125402,10.49957506,11.09193862,11.73647018,11.81861992,12.09557902,11.51166901,12.08529408,12.10057648,12.62035272,12.46808578,12.40650904,13.08589728,12.31271634,12.87933413,12.13223259,11.30715392,12.41693985,13.34830532,13.6594345,13.60746658,13.71749984,,,
Arab World,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.592057236,,5.08355931,4.708870445,,,,7.139190835,4.509764411,4.696322547,5.368738245,5.293890082,9.394776566,8.454879377,8.207518041,8.781006965,8.241060279,,
Arab World,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63296382380,63845283388,65201331976,70962703538,69143821951,75923418070,81949054134,92130370874,93507358155,91998492117,94677692222,94712413500,1.00714E+11,,,,
Arab World,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80985285.3,82979842.63,89387603.62,99187198.04,115508623.6,113944262.1,130381603.8,109790026.2,122650455.8,122579989.8,130620704.1,122563985.7,115219915.3,122153139.7,131892640.9,142447574.2,,,,
Arab World,Urban population growth (annual %),SP.URB.GROW,,4.983029564,5.001748717,5.057702219,5.074343233,5.134811914,5.01798809,4.746602155,4.793903729,4.813840005,4.775296723,4.648540171,4.663846867,4.666798658,4.512173373,4.590387696,4.665325851,4.538944838,4.603688705,4.706364747,4.697606876,4.511804207,4.331171478,4.386445046,4.556694626,4.449722325,4.40841694,4.250019221,3.876217979,3.712057395,4.352262893,3.132791861,3.704793875,3.683449926,3.354768391,2.974172132,2.890517091,2.919388089,2.95168371,2.924732392,2.972845326,3.021727334,2.984784604,2.949495098,2.933685364,3.065358662,3.162762569,3.04891129,3.347887811,3.236630389,2.512301483,2.899726409,2.94965957,3.305736956,3.016007977,3.245386986,2.930325898,2.397530563,2.053478741,2.240716141,2.63778518,1.814444994,3.006611298,2.862633942
Arab World,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.76343203,49.7528575,49.7232477,49.68996293,49.65050444,49.60685953,49.58612266,49.58844378,49.58433931,49.5731907,49.55924219,49.54127932,49.52330958,49.5054925,49.48559459,49.45803192,49.41678947,49.37227667,49.3233612,49.27082218,49.22100822,49.18303726,49.14767124,49.10670671,49.08652531,49.07812472,49.06341128,49.04568884,49.02883208,49.01367973,48.99563438,48.96880217,48.94098816,48.91873315,48.90578404,48.89618242,48.88424846,48.86930562,48.85551073,48.84405293,48.80675263,48.74597779,48.68975248,48.63907823,48.59523458,48.55127153,48.4887146,48.40839387,48.3390425,48.29444878,48.3074457,48.25614089,48.18161033,48.11150735,48.06392924,47.99641806,47.96360335,48.00848691,48.10858807,48.19084526,48.24308051,48.32482653,48.2897136,48.27609214
Arab World,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,Age dependency ratio (% of working-age population),SP.POP.DPND,88.58775443,89.50763245,90.34174454,91.16636608,91.90892583,92.54617769,93.06957489,93.43428026,93.60721558,93.64498199,93.6622981,93.68596123,93.73157761,93.80223933,93.76772255,93.77225912,93.89852452,93.71279214,93.17318155,92.61535617,92.08620709,91.58807152,91.09382298,90.57114811,90.0713503,89.57274831,89.06928414,88.53166105,87.9397336,87.30041492,86.59994339,85.59067813,84.60263299,83.64317798,82.63695563,81.54046867,80.38547066,79.16065485,77.82276452,76.42465962,75.0620389,73.7283832,72.40171459,71.0991195,69.82773038,68.61031815,67.35543343,66.08120226,65.10219585,64.41059601,63.9926835,63.61704613,63.38897566,63.42028262,63.55837532,63.5340643,63.42272929,63.34581909,63.28168001,63.0627189,62.71499802,62.38669114,61.66623203,60.89557145
Arab World,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.503876258,0.502068045,0.502019694,0.502350062,0.504461851,0.50882005,0.510293965,0.508248647,0.506403069,0.504268421,0.502047962,0.500107178,0.498228168,0.495908341,0.493637931,0.4905428,0.486714117,0.484824629,0.483865808,0.482262616,0.480272852,0.478441852,0.476997005,0.475597679,0.474361502,0.473645308,0.473150106,0.472003318,0.470369924,0.468916588,0.466896253,0.466350292,0.468515435,0.474151547,0.481386742,0.490295019,0.499770473,0.509483818,0.517561474,0.524078334,0.530502621,0.537354544,0.545053136,0.553558246,0.562381809,0.570633919,0.577804732,0.582912493,0.586229577,0.587162308,0.587459079,0.58627839,0.58431259,0.581038682,0.577334413,0.573314466,0.570749629,0.572195496,0.576987132,0.583485884,0.588822047,0.594358636,0.606304408,0.630126986
Arab World,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.479101866,3.501129705,3.53202632,3.556882023,3.575822863,3.589893409,3.591709224,3.582479203,3.57151259,3.558241731,3.542786737,3.52591088,3.508101667,3.486315589,3.462814833,3.442231377,3.421055507,3.395121169,3.364172013,3.332327413,3.302700441,3.277011469,3.255041006,3.237184907,3.226626296,3.221632241,3.222089745,3.227524072,3.23472004,3.244374545,3.24838003,3.264352872,3.288173718,3.321088105,3.355059717,3.392010257,3.433628747,3.476909407,3.513522977,3.542805349,3.565682632,3.583627254,3.600667147,3.615555271,3.624911879,3.628796473,3.6288236,3.624514815,3.62210128,3.626252206,3.64403455,3.668390833,3.701603029,3.739347744,3.782638215,3.830595797,3.894462748,3.980061564,4.081816802,4.1863553,4.270910792,4.339113743,4.410690327,4.5195366
Arab World,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.819133451,3.857902662,3.906634628,3.946346548,3.976752937,3.999592212,4.007744543,4.003190781,3.996419679,3.986384517,3.973048398,3.957481021,3.939724763,3.916932676,3.891807375,3.866038744,3.836824329,3.805871507,3.772951272,3.739520886,3.708992733,3.682520795,3.65998803,3.642367174,3.631407302,3.625454445,3.625906235,3.631859227,3.639041595,3.648092952,3.649821804,3.665201853,3.689282007,3.722874184,3.757930308,3.795976304,3.838861958,3.883320993,3.921741221,3.953677357,3.981101343,4.005457157,4.029242428,4.050531399,4.064614862,4.071443995,4.073507511,4.070587197,4.069363683,4.075911053,4.094634984,4.122427382,4.161619593,4.205623631,4.254049065,4.307189513,4.37499968,4.460343808,4.561066682,4.667857677,4.760785967,4.843128127,4.931416633,5.050721999
Arab World,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2.05452589,2.04397493,2.02999447,2.016297217,2.007239371,1.999992941,1.987624411,1.970393824,1.952975918,1.935319299,1.919249264,1.903793517,1.885907267,1.863841108,1.841875353,1.826792949,1.813758284,1.795706921,1.777870603,1.767273165,1.762349758,1.759940946,1.760006251,1.760978251,1.761932405,1.763379747,1.766464206,1.771571242,1.777307083,1.783385734,1.783394633,1.788885387,1.79758193,1.804098344,1.80428539,1.800207139,1.794334142,1.786928233,1.775185375,1.760438245,1.743726811,1.726774594,1.713314651,1.706166772,1.70695171,1.720069478,1.748438889,1.786768202,1.83274354,1.882074019,1.935103795,1.988041738,2.042377256,2.097620139,2.157281732,2.214884984,2.269835979,2.319442429,2.358430467,2.392635068,2.424722698,2.445577462,2.474831945,2.539140064
Arab World,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,3.219431591,3.197201026,3.166782296,3.132015995,3.099450188,3.069347105,3.03889602,3.009806473,2.984817064,2.969161854,2.962622358,2.961457007,2.966490042,2.976542587,2.984468226,2.98735786,2.986606603,2.981221112,2.973180199,2.964281128,2.952517457,2.939787462,2.928476807,2.918220032,2.90062415,2.871440917,2.839554826,2.807648392,2.773389073,2.736133829,2.692172743,2.657429963,2.635133873,2.619839552,2.618473566,2.64124002,2.689158667,2.757616551,2.843336906,2.936864517,3.021249666,3.097359893,3.172837852,3.246475011,3.319666622,3.387584774,3.449506056,3.501154976,3.541450358,3.580808347,3.621250692,3.666321166,3.723461354,3.789447115,3.855077748,3.923989796,3.993274937,4.050848439,4.092648849,4.128046698,4.160242785,4.169546029,4.199237646,4.259157151
Arab World,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,4.506402202,4.508426503,4.512964788,4.5219162,4.531294108,4.538376008,4.543264414,4.544309926,4.541725601,4.533882174,4.518774852,4.498587013,4.477099094,4.449411829,4.412846357,4.363878063,4.303341492,4.239574214,4.174939669,4.108945322,4.044769559,3.982484139,3.924981479,3.885365886,3.872036621,3.89072802,3.943300387,4.024010105,4.122884867,4.224910392,4.306964595,4.396945381,4.497403368,4.59075179,4.683428993,4.777187528,4.861119806,4.921480677,4.965384876,5.007887297,5.041523671,5.069647328,5.114090035,5.174500827,5.233979979,5.291849642,5.357510909,5.422706482,5.479873634,5.537180675,5.584857271,5.642209913,5.707123491,5.767480278,5.824217813,5.895266583,5.963822099,6.011742203,6.04756383,6.100484282,6.172399656,6.219015455,6.325700884,6.459755065
Arab World,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,6.475765865,6.455102901,6.433141317,6.398762997,6.349087575,6.27807128,6.189416929,6.090718042,5.984818615,5.873242443,5.761439173,5.651094143,5.550207083,5.472247635,5.437323808,5.450532903,5.503505312,5.598782073,5.719115891,5.835618847,5.941726032,6.03779355,6.131657287,6.227332101,6.325405872,6.423740579,6.506509508,6.560407673,6.589705596,6.612203402,6.635356527,6.679976866,6.735379298,6.800084714,6.869384906,6.931599522,6.975402559,6.999538947,7.021871439,7.052673012,7.086835452,7.128248467,7.178688991,7.23497738,7.296954942,7.366380126,7.455098302,7.57078904,7.691229615,7.814238563,7.927339806,8.057641026,8.192013478,8.31058813,8.39959401,8.481813364,8.531129781,8.521246995,8.465892895,8.409713369,8.359081321,8.305401351,8.309995825,8.268191205
Arab World,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,8.113624842,7.971785222,7.836319107,7.727073356,7.666650859,7.663618792,7.721184367,7.825965239,7.953162938,8.081963199,8.196937718,8.303974006,8.415106108,8.533196599,8.653282676,8.727428436,8.751268981,8.777892524,8.804778917,8.820175289,8.834454939,8.853503865,8.902233088,8.975403545,9.037503847,9.083923973,9.111006148,9.114395741,9.106175125,9.100796141,9.129522114,9.165410205,9.179432914,9.194335984,9.197323753,9.193104347,9.198882632,9.230749828,9.299838534,9.396492237,9.51149465,9.632605075,9.745176318,9.845084059,9.934000986,10.01114572,10.08464815,10.1504082,10.15803038,10.10153261,9.990361345,9.859260738,9.692589985,9.495539487,9.280722989,9.070784718,8.878933038,8.716599398,8.592458778,8.521439583,8.488379631,8.492269662,8.477532188,8.425507742
Arab World,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,52.80742666,52.55756949,52.33476726,52.12007273,51.93012082,51.76248789,51.62693676,51.54163648,51.51203486,51.52168945,51.53514818,51.54604447,51.5535904,51.55645487,51.5891677,51.5816997,51.52091666,51.58252541,51.76910705,51.96267388,52.14876762,52.3204151,52.48750435,52.66796855,52.83920379,53.00727434,53.18226959,53.37169301,53.5777643,53.79754947,54.03980749,54.37907163,54.69986357,55.00492457,55.33173865,55.69044633,56.07403383,56.48653395,56.95204181,57.45262741,57.94535398,58.43870714,58.94688393,59.46285224,59.98029089,60.48861604,61.02873329,61.5931191,62.03525293,62.34281053,62.50164192,62.68249166,62.82843266,62.87774113,62.86696381,62.91723353,62.96415618,62.92802863,62.83731649,62.8344498,62.92609826,63.00636549,63.33184272,63.65148148
Arab World,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,9.166562976,9.249575913,9.358756738,9.479943497,9.594325341,9.696820597,9.804445557,9.929940326,10.06804271,10.21153349,10.33843437,10.43114631,10.46778808,10.46740988,10.4612606,10.43397708,10.40215914,10.43516781,10.51534264,10.57780263,10.62189764,10.65609329,10.66646285,10.65502211,10.63532771,10.61162716,10.60046005,10.60154249,10.60078659,10.59730003,10.60812957,10.61256476,10.60418677,10.60847848,10.63785656,10.69779734,10.78702393,10.8892259,10.97541457,11.02754915,11.07224076,11.11947535,11.14668181,11.14592535,11.11497905,11.04454537,10.92346404,10.75673028,10.5640633,10.35896259,10.14996655,9.926459868,9.694116052,9.472142884,9.277334933,9.110089793,8.991325357,8.92926712,8.915158019,8.91662252,8.920649295,8.960403268,8.981191066,9.02639153
Arab World,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,14.38084724,14.47913382,14.50497681,14.47415229,14.436429,14.42990384,14.47223344,14.5831989,14.73098748,14.84914334,14.92248946,14.94772467,14.91827209,14.8547043,14.78978539,14.77974702,14.83436872,14.85884139,14.82819632,14.78401734,14.73780893,14.68471273,14.61766833,14.55256298,14.51698644,14.50537545,14.50345845,14.5101288,14.51738923,14.50903868,14.47356348,14.39696725,14.30622904,14.19140841,14.05542377,13.89716952,13.7261312,13.54936696,13.36005696,13.16212105,12.96712011,12.76234492,12.54534116,12.3204451,12.09612254,11.89049601,11.69028862,11.48579009,11.32724236,11.22122798,11.16132763,11.10586934,11.08255904,11.10673932,11.15728998,11.19566927,11.2331723,11.28852477,11.36133244,11.4006021,11.39235671,11.36404876,11.2155655,11.00302173
Arab World,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,44.05030057,44.29456416,44.50369059,44.70770962,44.88942033,45.05092504,45.1905584,45.28972657,45.33435321,45.34096407,45.34480738,45.35176795,45.36177877,45.37941232,45.36827286,45.39078722,45.46420926,45.42291815,45.26458408,45.10048625,44.94235853,44.79504437,44.64882714,44.48580505,44.32442601,44.16029425,43.98460692,43.78997268,43.57642992,43.34617469,43.09744406,42.74122438,42.39643227,42.05876373,41.69881676,41.30405852,40.87987982,40.42499362,39.92438358,39.39687069,38.88501636,38.37885385,37.85913619,37.3335173,36.81046823,36.30030627,35.76103393,35.20091572,34.76114822,34.45093135,34.27541621,34.07255039,33.89769545,33.8152466,33.78666236,33.69204021,33.58430727,33.53539804,33.52517984,33.42706954,33.25960791,33.12585751,32.74374785,32.32475954
Arab World,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,18.12726698,18.12029247,18.18049165,18.29468102,18.39527266,18.4552553,18.46203085,18.40361605,18.30277358,18.19810519,18.11768998,18.06757493,18.02653448,17.98110601,17.9321439,17.93662376,17.96705004,17.91498895,17.8127349,17.72633206,17.64846423,17.57923634,17.51870621,17.44669915,17.35579741,17.23719989,17.09116217,16.91834229,16.71370916,16.48091475,16.24474882,15.94409422,15.64202177,15.36710837,15.11189222,14.86532706,14.61947652,14.37055061,14.11918479,13.87962555,13.65743137,13.45487644,13.27402276,13.11605171,12.98583659,12.87825855,12.77890551,12.6956345,12.66833961,12.68444207,12.74027179,12.74944271,12.73666638,12.73068856,12.71047006,12.6321259,12.51362282,12.3781575,12.21139734,11.98675625,11.74192368,11.53729628,11.27536943,11.05016517
Arab World,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,42.9256278,44.03190093,44.62985314,45.62240182,46.3781393,47.16049898,47.86497597,48.54421241,49.22241829,49.93484443,50.63476302,51.41422992,52.19072803,52.95524475,53.71234538,54.53283758,54.77642221,56.42949909,57.31901185,58.27835338,59.37256696,60.39820579,60.73394851,61.68346216,62.54200373,63.39287384,64.80256279,65.59494421,65.91590742,66.57795024,67.34946676,67.37396521,68.38658988,69.73882477,70.25997527,70.79183213,71.30253838,71.79350189,72.32209258,72.81497226,73.37956032,73.98909017,74.58694974,74.89947365,75.1737391,75.60787276,76.3112937,76.82769134,77.22375357,77.74921125,77.97605333,77.64703889,78.40436184,78.97909914,79.49778354,79.84002403,80.30368834,80.5247744,80.93788733,81.45793491,80.21946183,79.11253559,81.4951203,
